NUMPERIODO|FECPROCESO|NUMRIESGO|NUMDEPARTAMENTO|NUMANTIGUEDAD|NUMSEGMENTO|NUMGCU|CANTIDAD
202111|2021-11-01 00:00:00.0|8|17|5|2|2|82
202111|2021-11-01 00:00:00.0|8|17|5|3|2|28
202111|2021-11-01 00:00:00.0|8|18|1|2|2|65
202111|2021-11-01 00:00:00.0|8|18|1|3|2|27
202111|2021-11-01 00:00:00.0|8|18|2|1|2|1
202111|2021-11-01 00:00:00.0|8|18|2|2|2|69
202111|2021-11-01 00:00:00.0|8|18|2|3|2|9
202111|2021-11-01 00:00:00.0|8|18|3|1|2|1
202111|2021-11-01 00:00:00.0|8|18|3|2|2|144
202111|2021-11-01 00:00:00.0|8|18|3|3|2|31
202111|2021-11-01 00:00:00.0|8|18|4|1|2|1
202111|2021-11-01 00:00:00.0|8|18|4|2|2|52
202111|2021-11-01 00:00:00.0|8|18|4|3|2|22
202111|2021-11-01 00:00:00.0|8|18|5|1|2|14
202111|2021-11-01 00:00:00.0|8|18|5|2|2|354
202111|2021-11-01 00:00:00.0|8|18|5|3|2|167
202111|2021-11-01 00:00:00.0|8|19|1|2|2|60
202111|2021-11-01 00:00:00.0|8|19|1|3|2|26
202111|2021-11-01 00:00:00.0|8|19|2|2|2|49
202111|2021-11-01 00:00:00.0|8|19|2|3|2|11
202111|2021-11-01 00:00:00.0|8|19|3|1|2|2
202111|2021-11-01 00:00:00.0|8|19|3|2|2|116
202111|2021-11-01 00:00:00.0|8|19|3|3|2|27
202111|2021-11-01 00:00:00.0|8|19|4|2|2|64
202111|2021-11-01 00:00:00.0|8|19|4|3|2|26
202111|2021-11-01 00:00:00.0|8|19|5|1|2|8
202111|2021-11-01 00:00:00.0|8|19|5|2|2|302
202111|2021-11-01 00:00:00.0|8|19|5|3|2|120
202111|2021-11-01 00:00:00.0|8|20|1|1|2|3
202111|2021-11-01 00:00:00.0|8|20|1|2|2|754
202111|2021-11-01 00:00:00.0|8|20|1|3|2|236
202111|2021-11-01 00:00:00.0|8|20|2|1|2|4
202111|2021-11-01 00:00:00.0|8|20|2|2|2|713
202111|2021-11-01 00:00:00.0|8|20|2|3|2|189
202111|2021-11-01 00:00:00.0|8|20|3|1|2|14
202111|2021-11-01 00:00:00.0|8|20|3|2|2|1399
202111|2021-11-01 00:00:00.0|8|20|3|3|2|422
202111|2021-11-01 00:00:00.0|8|20|4|1|2|9
202111|2021-11-01 00:00:00.0|8|20|4|2|2|728
202111|2021-11-01 00:00:00.0|8|20|4|3|2|361
202111|2021-11-01 00:00:00.0|8|20|5|1|2|126
202111|2021-11-01 00:00:00.0|8|20|5|2|1|1
202111|2021-11-01 00:00:00.0|8|20|5|2|2|3943
202111|2021-11-01 00:00:00.0|8|20|5|3|1|1
202111|2021-11-01 00:00:00.0|8|20|5|3|2|1507
202111|2021-11-01 00:00:00.0|8|21|1|1|2|1
202111|2021-11-01 00:00:00.0|8|21|1|2|2|221
202111|2021-11-01 00:00:00.0|8|21|1|3|2|79
202111|2021-11-01 00:00:00.0|8|21|2|2|2|216
202111|2021-11-01 00:00:00.0|8|21|2|3|2|52
202111|2021-11-01 00:00:00.0|8|21|3|1|2|2
202111|2021-11-01 00:00:00.0|8|21|3|2|2|394
202111|2021-11-01 00:00:00.0|8|21|3|3|2|109
202111|2021-11-01 00:00:00.0|8|21|4|1|2|5
202111|2021-11-01 00:00:00.0|8|21|4|2|2|227
202111|2021-11-01 00:00:00.0|8|21|4|3|2|134
202111|2021-11-01 00:00:00.0|8|21|5|1|2|18
202111|2021-11-01 00:00:00.0|8|21|5|2|2|918
202111|2021-11-01 00:00:00.0|8|21|5|3|2|622
202111|2021-11-01 00:00:00.0|8|22|1|2|2|141
202111|2021-11-01 00:00:00.0|8|22|1|3|2|62
202111|2021-11-01 00:00:00.0|8|22|2|1|2|1
202111|2021-11-01 00:00:00.0|8|22|2|2|2|146
202111|2021-11-01 00:00:00.0|8|22|2|3|2|31
202111|2021-11-01 00:00:00.0|8|22|3|1|2|2
202111|2021-11-01 00:00:00.0|8|22|3|2|2|332
202111|2021-11-01 00:00:00.0|8|22|3|3|2|85
202111|2021-11-01 00:00:00.0|8|22|4|1|2|2
202111|2021-11-01 00:00:00.0|8|22|4|2|2|139
202111|2021-11-01 00:00:00.0|8|22|4|3|2|75
202111|2021-11-01 00:00:00.0|8|22|5|1|2|16
202111|2021-11-01 00:00:00.0|8|22|5|2|2|775
202111|2021-11-01 00:00:00.0|8|22|5|3|2|365
202111|2021-11-01 00:00:00.0|8|23|1|1|2|1
202111|2021-11-01 00:00:00.0|8|23|1|2|2|112
202111|2021-11-01 00:00:00.0|8|23|1|3|2|37
202111|2021-11-01 00:00:00.0|8|23|2|2|2|100
202111|2021-11-01 00:00:00.0|8|23|2|3|2|36
202111|2021-11-01 00:00:00.0|8|23|3|1|2|1
202111|2021-11-01 00:00:00.0|8|23|3|2|2|178
202111|2021-11-01 00:00:00.0|8|23|3|3|2|63
202111|2021-11-01 00:00:00.0|8|23|4|2|2|92
202111|2021-11-01 00:00:00.0|8|23|4|3|2|59
202111|2021-11-01 00:00:00.0|8|23|5|1|2|27
202111|2021-11-01 00:00:00.0|8|23|5|2|2|629
202111|2021-11-01 00:00:00.0|8|23|5|3|2|495
202111|2021-11-01 00:00:00.0|8|24|1|2|2|73
202111|2021-11-01 00:00:00.0|8|24|1|3|2|25
202111|2021-11-01 00:00:00.0|8|24|2|1|2|2
202111|2021-11-01 00:00:00.0|8|24|2|2|2|78
202111|2021-11-01 00:00:00.0|8|24|2|3|2|18
202111|2021-11-01 00:00:00.0|8|24|3|1|2|5
202111|2021-11-01 00:00:00.0|8|24|3|2|2|144
202111|2021-11-01 00:00:00.0|8|24|3|3|2|32
202111|2021-11-01 00:00:00.0|8|24|4|1|2|1
202111|2021-11-01 00:00:00.0|8|24|4|2|2|73
202111|2021-11-01 00:00:00.0|8|24|4|3|2|29
202111|2021-11-01 00:00:00.0|8|24|5|1|2|8
202111|2021-11-01 00:00:00.0|8|24|5|2|2|361
202111|2021-11-01 00:00:00.0|8|24|5|3|2|138
202111|2021-11-01 00:00:00.0|8|25|1|1|2|4
202111|2021-11-01 00:00:00.0|8|25|1|2|2|121
202111|2021-11-01 00:00:00.0|8|25|1|3|2|33
202111|2021-11-01 00:00:00.0|8|25|2|1|2|1
202111|2021-11-01 00:00:00.0|8|25|2|2|2|116
202111|2021-11-01 00:00:00.0|8|25|2|3|2|18
202111|2021-11-01 00:00:00.0|8|25|3|1|2|4
202111|2021-11-01 00:00:00.0|8|25|3|2|2|284
202111|2021-11-01 00:00:00.0|8|25|3|3|2|48
202111|2021-11-01 00:00:00.0|8|25|4|2|2|144
202111|2021-11-01 00:00:00.0|8|25|4|3|2|48
202111|2021-11-01 00:00:00.0|8|25|5|1|2|26
202111|2021-11-01 00:00:00.0|8|25|5|2|2|752
202111|2021-11-01 00:00:00.0|8|25|5|3|2|190
202111|2021-11-01 00:00:00.0|8|99|1|1|2|1
202111|2021-11-01 00:00:00.0|8|99|1|2|2|109
202111|2021-11-01 00:00:00.0|8|99|1|3|2|20
202111|2021-11-01 00:00:00.0|8|99|2|1|2|1
202111|2021-11-01 00:00:00.0|8|99|2|2|2|55
202111|2021-11-01 00:00:00.0|8|99|2|3|2|11
202111|2021-11-01 00:00:00.0|8|99|3|2|2|63
202111|2021-11-01 00:00:00.0|8|99|3|3|2|16
202111|2021-11-01 00:00:00.0|8|99|4|2|2|44
202111|2021-11-01 00:00:00.0|8|99|4|3|2|28
202111|2021-11-01 00:00:00.0|8|99|5|1|2|55
202111|2021-11-01 00:00:00.0|8|99|5|2|2|737
202111|2021-11-01 00:00:00.0|8|99|5|3|2|177
202111|2021-11-01 00:00:00.0|9|1|1|1|2|2
202111|2021-11-01 00:00:00.0|9|1|1|2|2|61
202111|2021-11-01 00:00:00.0|9|1|1|3|2|36
202111|2021-11-01 00:00:00.0|9|1|2|1|2|1
202111|2021-11-01 00:00:00.0|9|1|2|2|2|80
202111|2021-11-01 00:00:00.0|9|1|2|3|2|22
202111|2021-11-01 00:00:00.0|9|1|3|1|2|2
202111|2021-11-01 00:00:00.0|9|1|3|2|2|140
202111|2021-11-01 00:00:00.0|9|1|3|3|2|42
202111|2021-11-01 00:00:00.0|9|1|4|2|2|62
202111|2021-11-01 00:00:00.0|9|1|4|3|2|29
202111|2021-11-01 00:00:00.0|9|1|5|1|2|19
202111|2021-11-01 00:00:00.0|9|1|5|2|2|538
202111|2021-11-01 00:00:00.0|9|1|5|3|2|258
202111|2021-11-01 00:00:00.0|9|2|1|1|2|1
202111|2021-11-01 00:00:00.0|9|2|1|2|2|474
202111|2021-11-01 00:00:00.0|9|2|1|3|2|197
202111|2021-11-01 00:00:00.0|9|2|2|1|2|4
202111|2021-11-01 00:00:00.0|9|2|2|2|2|394
202111|2021-11-01 00:00:00.0|9|2|2|3|2|136
202111|2021-11-01 00:00:00.0|9|2|3|1|2|4
202111|2021-11-01 00:00:00.0|9|2|3|2|2|695
202111|2021-11-01 00:00:00.0|9|2|3|3|2|314
202111|2021-11-01 00:00:00.0|9|2|4|1|2|3
202111|2021-11-01 00:00:00.0|9|2|4|2|2|284
202111|2021-11-01 00:00:00.0|9|2|4|3|2|226
202111|2021-11-01 00:00:00.0|9|2|5|1|2|119
202111|2021-11-01 00:00:00.0|9|2|5|2|2|4177
202111|2021-11-01 00:00:00.0|9|2|5|3|2|2436
202111|2021-11-01 00:00:00.0|9|3|1|2|2|24
202111|2021-11-01 00:00:00.0|9|3|1|3|2|16
202111|2021-11-01 00:00:00.0|9|3|2|1|2|1
202111|2021-11-01 00:00:00.0|9|3|2|2|2|24
202111|2021-11-01 00:00:00.0|9|3|2|3|2|8
202111|2021-11-01 00:00:00.0|9|3|3|1|2|1
202111|2021-11-01 00:00:00.0|9|3|3|2|2|64
202111|2021-11-01 00:00:00.0|9|3|3|3|2|18
202111|2021-11-01 00:00:00.0|9|3|4|2|2|44
202111|2021-11-01 00:00:00.0|9|3|4|3|2|13
202111|2021-11-01 00:00:00.0|9|3|5|1|2|15
202111|2021-11-01 00:00:00.0|9|3|5|2|2|250
202111|2021-11-01 00:00:00.0|9|3|5|3|2|135
202111|2021-11-01 00:00:00.0|9|4|1|1|2|10
202111|2021-11-01 00:00:00.0|9|4|1|2|2|913
202111|2021-11-01 00:00:00.0|9|4|1|3|2|276
202111|2021-11-01 00:00:00.0|9|4|2|1|2|5
202111|2021-11-01 00:00:00.0|9|4|2|2|2|843
202111|2021-11-01 00:00:00.0|9|4|2|3|2|240
202111|2021-11-01 00:00:00.0|9|4|3|1|2|10
202111|2021-11-01 00:00:00.0|9|4|3|2|2|1474
202111|2021-11-01 00:00:00.0|9|4|3|3|2|545
202111|2021-11-01 00:00:00.0|9|4|4|1|2|1
202111|2021-11-01 00:00:00.0|9|4|4|2|2|580
202111|2021-11-01 00:00:00.0|9|4|4|3|2|397
202111|2021-11-01 00:00:00.0|9|4|5|1|1|1
202111|2021-11-01 00:00:00.0|9|4|5|1|2|124
202111|2021-11-01 00:00:00.0|9|4|5|2|1|4
202111|2021-11-01 00:00:00.0|9|4|5|2|2|6071
202111|2021-11-01 00:00:00.0|9|4|5|3|2|3530
202111|2021-11-01 00:00:00.0|9|5|1|1|2|1
202111|2021-11-01 00:00:00.0|9|5|1|2|2|75
202111|2021-11-01 00:00:00.0|9|5|1|3|2|28
202111|2021-11-01 00:00:00.0|9|5|2|1|2|1
202111|2021-11-01 00:00:00.0|9|5|2|2|2|81
202111|2021-11-01 00:00:00.0|9|5|2|3|2|19
202111|2021-11-01 00:00:00.0|9|5|3|1|2|4
202111|2021-11-01 00:00:00.0|9|5|3|2|2|124
202111|2021-11-01 00:00:00.0|9|5|3|3|2|42
202111|2021-11-01 00:00:00.0|9|5|4|2|2|61
202111|2021-11-01 00:00:00.0|9|5|4|3|2|22
202111|2021-11-01 00:00:00.0|9|5|5|1|2|18
202111|2021-11-01 00:00:00.0|9|5|5|2|2|581
202111|2021-11-01 00:00:00.0|9|5|5|3|2|270
202111|2021-11-01 00:00:00.0|9|6|1|1|2|2
202111|2021-11-01 00:00:00.0|9|6|1|2|2|239
202111|2021-11-01 00:00:00.0|9|6|1|3|2|101
202111|2021-11-01 00:00:00.0|9|6|2|1|2|2
202111|2021-11-01 00:00:00.0|9|6|2|2|2|211
202111|2021-11-01 00:00:00.0|9|6|2|3|2|74
202111|2021-11-01 00:00:00.0|9|6|3|1|2|4
202111|2021-11-01 00:00:00.0|9|6|3|2|2|403
202111|2021-11-01 00:00:00.0|9|6|3|3|2|146
202111|2021-11-01 00:00:00.0|9|6|4|1|2|2
202111|2021-11-01 00:00:00.0|9|6|4|2|2|197
202111|2021-11-01 00:00:00.0|9|6|4|3|2|106
202111|2021-11-01 00:00:00.0|9|6|5|1|2|40
202111|2021-11-01 00:00:00.0|9|6|5|2|2|1513
202111|2021-11-01 00:00:00.0|9|6|5|3|2|924
202111|2021-11-01 00:00:00.0|9|7|1|1|2|8
202111|2021-11-01 00:00:00.0|9|7|1|2|2|756
202111|2021-11-01 00:00:00.0|9|7|1|3|1|1
202111|2021-11-01 00:00:00.0|9|7|1|3|2|331
202111|2021-11-01 00:00:00.0|9|7|2|1|2|2
202111|2021-11-01 00:00:00.0|9|7|2|2|2|657
202111|2021-11-01 00:00:00.0|9|7|2|3|2|232
202111|2021-11-01 00:00:00.0|9|7|3|1|2|12
202111|2021-11-01 00:00:00.0|9|7|3|2|2|1269
202111|2021-11-01 00:00:00.0|9|7|3|3|2|540
202111|2021-11-01 00:00:00.0|9|7|4|1|2|7
202111|2021-11-01 00:00:00.0|9|7|4|2|2|630
202111|2021-11-01 00:00:00.0|9|7|4|3|2|424
202111|2021-11-01 00:00:00.0|9|7|5|1|1|1
202111|2021-11-01 00:00:00.0|9|7|5|1|2|330
202111|2021-11-01 00:00:00.0|9|7|5|2|1|1
202111|2021-11-01 00:00:00.0|9|7|5|2|2|8597
202111|2021-11-01 00:00:00.0|9|7|5|3|1|2
202111|2021-11-01 00:00:00.0|9|7|5|3|2|3703
202111|2021-11-01 00:00:00.0|9|8|1|1|2|2
202111|2021-11-01 00:00:00.0|9|8|1|2|2|195
202111|2021-11-01 00:00:00.0|9|8|1|3|1|1
202111|2021-11-01 00:00:00.0|9|8|1|3|2|75
202111|2021-11-01 00:00:00.0|9|8|2|1|2|3
202111|2021-11-01 00:00:00.0|9|8|2|2|2|235
202111|2021-11-01 00:00:00.0|9|8|2|3|2|57
202111|2021-11-01 00:00:00.0|9|8|3|1|2|3
202111|2021-11-01 00:00:00.0|9|8|3|2|2|421
202111|2021-11-01 00:00:00.0|9|8|3|3|2|141
202111|2021-11-01 00:00:00.0|9|8|4|2|2|195
202111|2021-11-01 00:00:00.0|9|8|4|3|2|98
202111|2021-11-01 00:00:00.0|9|8|5|1|2|70
202111|2021-11-01 00:00:00.0|9|8|5|2|2|1865
202111|2021-11-01 00:00:00.0|9|8|5|3|2|891
202111|2021-11-01 00:00:00.0|9|9|1|1|2|2
202111|2021-11-01 00:00:00.0|9|9|1|2|2|45
202111|2021-11-01 00:00:00.0|9|9|1|3|2|16
202111|2021-11-01 00:00:00.0|9|9|2|2|2|40
202111|2021-11-01 00:00:00.0|9|9|2|3|2|11
202111|2021-11-01 00:00:00.0|9|9|3|1|2|1
202111|2021-11-01 00:00:00.0|9|9|3|2|2|84
202111|2021-11-01 00:00:00.0|9|9|3|3|2|17
202111|2021-11-01 00:00:00.0|9|9|4|1|2|1
202111|2021-11-01 00:00:00.0|9|9|4|2|2|37
202111|2021-11-01 00:00:00.0|9|9|4|3|2|16
202111|2021-11-01 00:00:00.0|9|9|5|1|2|4
202111|2021-11-01 00:00:00.0|9|9|5|2|2|183
202111|2021-11-01 00:00:00.0|9|9|5|3|2|76
202111|2021-11-01 00:00:00.0|9|10|1|1|2|3
202111|2021-11-01 00:00:00.0|9|10|1|2|2|172
202111|2021-11-01 00:00:00.0|9|10|1|3|2|47
202111|2021-11-01 00:00:00.0|9|10|2|2|2|168
202111|2021-11-01 00:00:00.0|9|10|2|3|2|41
202111|2021-11-01 00:00:00.0|9|10|3|1|2|5
202111|2021-11-01 00:00:00.0|9|10|3|2|2|347
202111|2021-11-01 00:00:00.0|9|10|3|3|2|69
202111|2021-11-01 00:00:00.0|9|10|4|2|2|102
202111|2021-11-01 00:00:00.0|9|10|4|3|2|41
202111|2021-11-01 00:00:00.0|9|10|5|1|2|28
202111|2021-11-01 00:00:00.0|9|10|5|2|2|1165
202111|2021-11-01 00:00:00.0|9|10|5|3|2|419
202111|2021-11-01 00:00:00.0|9|11|1|1|2|1
202111|2021-11-01 00:00:00.0|9|11|1|2|2|468
202111|2021-11-01 00:00:00.0|9|11|1|3|2|234
202111|2021-11-01 00:00:00.0|9|11|2|1|2|4
202111|2021-11-01 00:00:00.0|9|11|2|2|2|460
202111|2021-11-01 00:00:00.0|9|11|2|3|2|146
202111|2021-11-01 00:00:00.0|9|11|3|1|2|6
202111|2021-11-01 00:00:00.0|9|11|3|2|2|870
202111|2021-11-01 00:00:00.0|9|11|3|3|2|297
202111|2021-11-01 00:00:00.0|9|11|4|1|2|2
202111|2021-11-01 00:00:00.0|9|11|4|2|2|392
202111|2021-11-01 00:00:00.0|9|11|4|3|2|265
202111|2021-11-01 00:00:00.0|9|11|5|1|2|183
202111|2021-11-01 00:00:00.0|9|11|5|2|2|5211
202111|2021-11-01 00:00:00.0|9|11|5|3|2|2753
202111|2021-11-01 00:00:00.0|9|12|1|1|2|2
202111|2021-11-01 00:00:00.0|9|12|1|2|2|502
202111|2021-11-01 00:00:00.0|9|12|1|3|2|179
202111|2021-11-01 00:00:00.0|9|12|2|1|2|6
202111|2021-11-01 00:00:00.0|9|12|2|2|2|519
202111|2021-11-01 00:00:00.0|9|12|2|3|2|133
202111|2021-11-01 00:00:00.0|9|12|3|1|2|6
202111|2021-11-01 00:00:00.0|9|12|3|2|1|1
202111|2021-11-01 00:00:00.0|9|12|3|2|2|923
202111|2021-11-01 00:00:00.0|9|12|3|3|2|261
202111|2021-11-01 00:00:00.0|9|12|4|1|2|6
202111|2021-11-01 00:00:00.0|9|12|4|2|2|431
202111|2021-11-01 00:00:00.0|9|12|4|3|2|196
202111|2021-11-01 00:00:00.0|9|12|5|1|2|113
202111|2021-11-01 00:00:00.0|9|12|5|2|2|3836
202111|2021-11-01 00:00:00.0|9|12|5|3|2|1873
202111|2021-11-01 00:00:00.0|9|13|1|1|2|7
202111|2021-11-01 00:00:00.0|9|13|1|2|2|971
202111|2021-11-01 00:00:00.0|9|13|1|3|2|324
202111|2021-11-01 00:00:00.0|9|13|2|1|2|5
202111|2021-11-01 00:00:00.0|9|13|2|2|2|817
202111|2021-11-01 00:00:00.0|9|13|2|3|2|251
202111|2021-11-01 00:00:00.0|9|13|3|1|2|13
202111|2021-11-01 00:00:00.0|9|13|3|2|2|1730
202111|2021-11-01 00:00:00.0|9|13|3|3|2|563
202111|2021-11-01 00:00:00.0|9|13|4|1|2|1
202111|2021-11-01 00:00:00.0|9|13|4|2|2|713
202111|2021-11-01 00:00:00.0|9|13|4|3|2|422
202111|2021-11-01 00:00:00.0|9|13|5|1|1|3
202111|2021-11-01 00:00:00.0|9|13|5|1|2|204
202111|2021-11-01 00:00:00.0|9|13|5|2|1|3
202111|2021-11-01 00:00:00.0|9|13|5|2|2|7285
202111|2021-11-01 00:00:00.0|9|13|5|3|2|3205
202111|2021-11-01 00:00:00.0|9|14|1|1|2|5
202111|2021-11-01 00:00:00.0|9|14|1|2|2|638
202111|2021-11-01 00:00:00.0|9|14|1|3|2|246
202111|2021-11-01 00:00:00.0|9|14|2|1|2|1
202111|2021-11-01 00:00:00.0|9|14|2|2|2|596
202111|2021-11-01 00:00:00.0|9|14|2|3|2|199
202111|2021-11-01 00:00:00.0|9|14|3|1|2|11
202111|2021-11-01 00:00:00.0|9|14|3|2|2|1127
202111|2021-11-01 00:00:00.0|9|14|3|3|2|411
202111|2021-11-01 00:00:00.0|9|14|4|1|2|2
202111|2021-11-01 00:00:00.0|9|14|4|2|2|487
202111|2021-11-01 00:00:00.0|9|14|4|3|2|328
202111|2021-11-01 00:00:00.0|9|14|5|1|2|123
202111|2021-11-01 00:00:00.0|9|14|5|2|1|3
202111|2021-11-01 00:00:00.0|9|14|5|2|2|4400
202111|2021-11-01 00:00:00.0|9|14|5|3|2|2312
202111|2021-11-01 00:00:00.0|9|15|1|1|2|151
202111|2021-11-01 00:00:00.0|9|15|1|2|1|4
202111|2021-11-01 00:00:00.0|9|15|1|2|2|8438
202111|2021-11-01 00:00:00.0|9|15|1|3|1|1
202111|2021-11-01 00:00:00.0|9|15|1|3|2|3670
202111|2021-11-01 00:00:00.0|9|15|2|1|2|105
202111|2021-11-01 00:00:00.0|9|15|2|2|1|1
202111|2021-11-01 00:00:00.0|9|15|2|2|2|7553
202111|2021-11-01 00:00:00.0|9|15|2|3|2|2689
202111|2021-11-01 00:00:00.0|9|15|3|1|1|1
202111|2021-11-01 00:00:00.0|9|15|3|1|2|226
202111|2021-11-01 00:00:00.0|9|15|3|2|1|2
202111|2021-11-01 00:00:00.0|9|15|3|2|2|14564
202111|2021-11-01 00:00:00.0|9|15|3|3|2|5969
202111|2021-11-01 00:00:00.0|9|15|4|1|1|2
202111|2021-11-01 00:00:00.0|9|15|4|1|2|107
202111|2021-11-01 00:00:00.0|9|15|4|2|2|7165
202111|2021-11-01 00:00:00.0|9|15|4|3|1|1
202111|2021-11-01 00:00:00.0|9|15|4|3|2|4233
202111|2021-11-01 00:00:00.0|9|15|5|1|1|17
202111|2021-11-01 00:00:00.0|9|15|5|1|2|4610
202111|2021-11-01 00:00:00.0|9|15|5|2|1|25
202111|2021-11-01 00:00:00.0|9|15|5|2|2|88031
202111|2021-11-01 00:00:00.0|9|15|5|3|1|6
202111|2021-11-01 00:00:00.0|9|15|5|3|2|38905
202111|2021-11-01 00:00:00.0|9|16|1|2|2|85
202111|2021-11-01 00:00:00.0|9|16|1|3|2|7
202111|2021-11-01 00:00:00.0|9|16|2|2|2|87
202111|2021-11-01 00:00:00.0|9|16|2|3|2|9
202111|2021-11-01 00:00:00.0|9|16|3|1|2|3
202111|2021-11-01 00:00:00.0|9|16|3|2|2|143
202111|2021-11-01 00:00:00.0|9|16|3|3|2|15
202111|2021-11-01 00:00:00.0|9|16|4|1|2|1
202111|2021-11-01 00:00:00.0|9|16|4|2|2|84
202111|2021-11-01 00:00:00.0|9|16|4|3|2|20
202111|2021-11-01 00:00:00.0|9|16|5|1|1|1
202111|2021-11-01 00:00:00.0|9|16|5|1|2|61
202111|2021-11-01 00:00:00.0|9|16|5|2|2|794
202111|2021-11-01 00:00:00.0|9|16|5|3|2|111
202111|2021-11-01 00:00:00.0|9|17|1|1|2|1
202111|2021-11-01 00:00:00.0|9|17|1|2|2|12
202111|2021-11-01 00:00:00.0|9|17|1|3|2|2
202111|2021-11-01 00:00:00.0|9|17|2|2|2|12
202111|2021-11-01 00:00:00.0|9|17|2|3|2|1
202111|2021-11-01 00:00:00.0|9|17|3|1|2|1
202111|2021-11-01 00:00:00.0|9|17|3|2|2|24
202111|2021-11-01 00:00:00.0|9|17|3|3|2|13
202111|2021-11-01 00:00:00.0|9|17|4|1|2|1
202111|2021-11-01 00:00:00.0|9|17|4|2|2|11
202111|2021-11-01 00:00:00.0|9|17|4|3|2|5
202111|2021-11-01 00:00:00.0|9|17|5|1|2|9
202111|2021-11-01 00:00:00.0|9|17|5|2|2|143
202111|2021-11-01 00:00:00.0|9|17|5|3|2|38
202111|2021-11-01 00:00:00.0|9|18|1|2|2|66
202111|2021-11-01 00:00:00.0|9|18|1|3|2|21
202111|2021-11-01 00:00:00.0|9|18|2|2|2|78
202111|2021-11-01 00:00:00.0|9|18|2|3|2|19
202111|2021-11-01 00:00:00.0|9|18|3|2|2|116
202111|2021-11-01 00:00:00.0|9|18|3|3|2|34
202111|2021-11-01 00:00:00.0|9|18|4|1|2|1
202111|2021-11-01 00:00:00.0|9|18|4|2|2|52
202111|2021-11-01 00:00:00.0|9|18|4|3|2|23
202111|2021-11-01 00:00:00.0|9|18|5|1|2|26
202111|2021-11-01 00:00:00.0|9|18|5|2|2|536
202111|2021-11-01 00:00:00.0|9|18|5|3|2|242
202111|2021-11-01 00:00:00.0|9|19|1|2|2|46
202111|2021-11-01 00:00:00.0|9|19|1|3|2|20
202111|2021-11-01 00:00:00.0|9|19|2|2|2|42
202111|2021-11-01 00:00:00.0|9|19|2|3|2|8
202111|2021-11-01 00:00:00.0|9|19|3|1|2|2
202111|2021-11-01 00:00:00.0|9|19|3|2|2|116
202111|2021-11-01 00:00:00.0|9|19|3|3|2|37
202111|2021-11-01 00:00:00.0|9|19|4|2|2|65
202111|2021-11-01 00:00:00.0|9|19|4|3|2|25
202111|2021-11-01 00:00:00.0|9|19|5|1|2|14
202111|2021-11-01 00:00:00.0|9|19|5|2|2|463
202111|2021-11-01 00:00:00.0|9|19|5|3|2|171
202111|2021-11-01 00:00:00.0|9|20|1|1|2|6
202111|2021-11-01 00:00:00.0|9|20|1|2|1|1
202111|2021-11-01 00:00:00.0|9|20|1|2|2|734
202111|2021-11-01 00:00:00.0|9|20|1|3|2|236
202111|2021-11-01 00:00:00.0|9|20|2|1|2|10
202111|2021-11-01 00:00:00.0|9|20|2|2|1|1
202111|2021-11-01 00:00:00.0|9|20|2|2|2|711
202111|2021-11-01 00:00:00.0|9|20|2|3|2|163
202111|2021-11-01 00:00:00.0|9|20|3|1|2|10
202111|2021-11-01 00:00:00.0|9|20|3|2|2|1442
202111|2021-11-01 00:00:00.0|9|20|3|3|2|381
202111|2021-11-01 00:00:00.0|9|20|4|1|2|4
202111|2021-11-01 00:00:00.0|9|20|4|2|2|685
202111|2021-11-01 00:00:00.0|9|20|4|3|2|293
202111|2021-11-01 00:00:00.0|9|20|5|1|2|213
202111|2021-11-01 00:00:00.0|9|20|5|2|1|2
202111|2021-11-01 00:00:00.0|9|20|5|2|2|5894
202111|2021-11-01 00:00:00.0|9|20|5|3|2|1805
202111|2021-11-01 00:00:00.0|9|21|1|1|2|1
202111|2021-11-01 00:00:00.0|9|21|1|2|2|210
202111|2021-11-01 00:00:00.0|9|21|1|3|2|72
202111|2021-11-01 00:00:00.0|9|21|2|2|2|224
202111|2021-11-01 00:00:00.0|9|21|2|3|2|49
202111|2021-11-01 00:00:00.0|9|21|3|1|2|4
202111|2021-11-01 00:00:00.0|9|21|3|2|2|392
202111|2021-11-01 00:00:00.0|9|21|3|3|2|84
202111|2021-11-01 00:00:00.0|9|21|4|1|2|1
202111|2021-11-01 00:00:00.0|9|21|4|2|2|189
202111|2021-11-01 00:00:00.0|9|21|4|3|2|91
202111|2021-11-01 00:00:00.0|9|21|5|1|2|35
202111|2021-11-01 00:00:00.0|9|21|5|2|2|1403
202111|2021-11-01 00:00:00.0|9|21|5|3|2|739
202111|2021-11-01 00:00:00.0|9|22|1|1|2|1
202111|2021-11-01 00:00:00.0|9|22|1|2|2|129
202111|2021-11-01 00:00:00.0|9|22|1|3|2|60
202111|2021-11-01 00:00:00.0|9|22|2|1|2|2
202111|2021-11-01 00:00:00.0|9|22|2|2|2|111
202111|2021-11-01 00:00:00.0|9|22|2|3|2|39
202111|2021-11-01 00:00:00.0|9|22|3|1|2|4
202111|2021-11-01 00:00:00.0|9|22|3|2|2|291
202111|2021-11-01 00:00:00.0|9|22|3|3|2|57
202111|2021-11-01 00:00:00.0|9|22|4|2|2|122
202111|2021-11-01 00:00:00.0|9|22|4|3|2|43
202111|2021-11-01 00:00:00.0|9|22|5|1|2|45
202111|2021-11-01 00:00:00.0|9|22|5|2|2|1130
